date,household_id,household_size,water_liters,day,month,day_of_week,is_weekend
2023-08-04,H002,1,101.76,4,8,4,0
2023-08-05,H002,1,83.56,5,8,5,1
2023-08-06,H002,1,91.14,6,8,6,1
2023-08-07,H002,1,89.62,7,8,0,0
2023-08-08,H002,1,51.85,8,8,1,0
2023-08-09,H002,1,97.73,9,8,2,0
2023-08-10,H002,1,57.09,10,8,3,0
2023-08-11,H002,1,91.22,11,8,4,0
2023-08-12,H002,1,95.24,12,8,5,1
2023-08-13,H002,1,58.74,13,8,6,1
2023-08-14,H002,1,51.29,14,8,0,0
2023-08-15,H002,1,95.79,15,8,1,0
2023-08-16,H002,1,93.02,16,8,2,0
2023-08-17,H002,1,67.72,17,8,3,0
2023-08-18,H002,1,67.56,18,8,4,0
2023-08-19,H002,1,91.94,19,8,5,1
2023-08-20,H002,1,85.48,20,8,6,1
2023-08-21,H002,1,90.35,21,8,0,0
2023-08-22,H002,1,83.32,22,8,1,0
2023-08-23,H002,1,96.42,23,8,2,0
2023-08-24,H002,1,88.93,24,8,3,0
2023-08-25,H002,1,85.81,25,8,4,0
2023-08-26,H002,1,80.51,26,8,5,1
2023-08-27,H002,1,79.49,27,8,6,1
2023-08-28,H002,1,76.16,28,8,0,0
2023-08-29,H002,1,98.76,29,8,1,0
2023-08-30,H002,1,71.67,30,8,2,0
2023-08-31,H002,1,79.56,31,8,3,0
2023-09-01,H002,1,49.39,1,9,4,0
2023-09-02,H002,1,91.95,2,9,5,1
2023-09-03,H002,1,110.82,3,9,6,1
2023-09-04,H002,1,64.82,4,9,0,0
2023-09-05,H002,1,114.02,5,9,1,0
2023-09-06,H002,1,78.02,6,9,2,0
2023-09-07,H002,1,44.87,7,9,3,0
2023-09-08,H002,1,71.03,8,9,4,0
2023-09-09,H002,1,99.1,9,9,5,1
2023-09-10,H002,1,107.04,10,9,6,1
2023-09-11,H002,1,84.04,11,9,0,0
2023-09-12,H002,1,94.16,12,9,1,0
2023-09-13,H002,1,61.15,13,9,2,0
2023-09-14,H002,1,67.06,14,9,3,0
2023-09-15,H002,1,55.0,15,9,4,0
2023-09-16,H002,1,75.35,16,9,5,1
2023-09-17,H002,1,91.7,17,9,6,1
2023-09-18,H002,1,77.55,18,9,0,0
2023-09-19,H002,1,85.37,19,9,1,0
2023-09-20,H002,1,63.67,20,9,2,0
2023-09-21,H002,1,64.37,21,9,3,0
2023-09-22,H002,1,77.29,22,9,4,0
2023-09-23,H002,1,75.05,23,9,5,1
2023-09-24,H002,1,97.88,24,9,6,1
2023-09-25,H002,1,67.23,25,9,0,0
2023-09-26,H002,1,68.79,26,9,1,0
2023-09-27,H002,1,79.75,27,9,2,0
2023-09-28,H002,1,70.04,28,9,3,0
2023-09-29,H002,1,59.88,29,9,4,0
2023-09-30,H002,1,68.97,30,9,5,1
2023-10-01,H002,1,77.9,1,10,6,1
2023-10-02,H002,1,48.65,2,10,0,0
2023-10-03,H002,1,81.72,3,10,1,0
2023-10-04,H002,1,56.68,4,10,2,0
2023-10-05,H002,1,72.37,5,10,3,0
2023-10-06,H002,1,57.43,6,10,4,0
2023-10-07,H002,1,60.53,7,10,5,1
2023-10-08,H002,1,74.49,8,10,6,1
2023-10-09,H002,1,77.68,9,10,0,0
2023-10-10,H002,1,62.12,10,10,1,0
2023-10-11,H002,1,64.34,11,10,2,0
2023-10-12,H002,1,74.85,12,10,3,0
2023-10-13,H002,1,75.28,13,10,4,0
2023-10-14,H002,1,71.3,14,10,5,1
2023-10-15,H002,1,66.49,15,10,6,1
2023-10-16,H002,1,66.32,16,10,0,0
2023-10-17,H002,1,63.09,17,10,1,0
2023-10-18,H002,1,69.19,18,10,2,0
2023-10-19,H002,1,51.16,19,10,3,0
2023-10-20,H002,1,68.88,20,10,4,0
2023-10-21,H002,1,63.56,21,10,5,1
2023-10-22,H002,1,83.12,22,10,6,1
2023-10-23,H002,1,57.68,23,10,0,0
2023-10-24,H002,1,57.96,24,10,1,0
2023-10-25,H002,1,71.25,25,10,2,0
2023-10-26,H002,1,66.15,26,10,3,0
2023-10-27,H002,1,93.38,27,10,4,0
2023-10-28,H002,1,53.21,28,10,5,1
2023-10-29,H002,1,74.18,29,10,6,1
2023-10-30,H002,1,79.88,30,10,0,0
2023-10-31,H002,1,59.48,31,10,1,0
2023-11-01,H002,1,55.59,1,11,2,0
2023-11-02,H002,1,56.16,2,11,3,0
2023-11-03,H002,1,47.37,3,11,4,0
2023-11-04,H002,1,89.7,4,11,5,1
2023-11-05,H002,1,69.67,5,11,6,1
2023-11-06,H002,1,61.66,6,11,0,0
2023-11-07,H002,1,41.66,7,11,1,0
2023-11-08,H002,1,50.06,8,11,2,0
2023-11-09,H002,1,84.97,9,11,3,0
2023-11-10,H002,1,71.14,10,11,4,0
2023-11-11,H002,1,88.39,11,11,5,1
2023-11-12,H002,1,87.01,12,11,6,1
2023-11-13,H002,1,55.88,13,11,0,0
2023-11-14,H002,1,97.17,14,11,1,0
2023-11-15,H002,1,91.54,15,11,2,0
2023-11-16,H002,1,61.52,16,11,3,0
2023-11-17,H002,1,25.6,17,11,4,0
2023-11-18,H002,1,71.14,18,11,5,1
2023-11-19,H002,1,78.43,19,11,6,1
2023-11-20,H002,1,62.03,20,11,0,0
2023-11-21,H002,1,66.33,21,11,1,0
2023-11-22,H002,1,59.2,22,11,2,0
2023-11-23,H002,1,80.35,23,11,3,0
2023-11-24,H002,1,70.21,24,11,4,0
2023-11-25,H002,1,87.97,25,11,5,1
2023-11-26,H002,1,91.39,26,11,6,1
2023-11-27,H002,1,43.82,27,11,0,0
2023-11-28,H002,1,60.82,28,11,1,0
2023-11-29,H002,1,62.74,29,11,2,0
2023-11-30,H002,1,101.25,30,11,3,0
2023-12-01,H002,1,72.35,1,12,4,0
2023-12-02,H002,1,87.55,2,12,5,1
2023-12-03,H002,1,55.42,3,12,6,1
2023-12-04,H002,1,72.78,4,12,0,0
2023-12-05,H002,1,82.98,5,12,1,0
2023-12-06,H002,1,81.75,6,12,2,0
2023-12-07,H002,1,79.06,7,12,3,0
2023-12-08,H002,1,71.92,8,12,4,0
2023-12-09,H002,1,79.87,9,12,5,1
2023-12-10,H002,1,59.01,10,12,6,1
2023-12-11,H002,1,61.49,11,12,0,0
2023-12-12,H002,1,75.24,12,12,1,0
2023-12-13,H002,1,64.06,13,12,2,0
2023-12-14,H002,1,81.1,14,12,3,0
2023-12-15,H002,1,78.62,15,12,4,0
2023-12-16,H002,1,96.93,16,12,5,1
2023-12-17,H002,1,92.23,17,12,6,1
2023-12-18,H002,1,76.3,18,12,0,0
2023-12-19,H002,1,82.74,19,12,1,0
2023-12-20,H002,1,86.01,20,12,2,0
2023-12-21,H002,1,68.05,21,12,3,0
2023-12-22,H002,1,70.37,22,12,4,0
2023-12-23,H002,1,80.8,23,12,5,1
2023-12-24,H002,1,76.47,24,12,6,1
2023-12-25,H002,1,87.08,25,12,0,0
2023-12-26,H002,1,67.55,26,12,1,0
2023-12-27,H002,1,90.29,27,12,2,0
2023-12-28,H002,1,71.06,28,12,3,0
2023-12-29,H002,1,81.32,29,12,4,0
2023-12-30,H002,1,85.42,30,12,5,1
2023-12-31,H002,1,71.93,31,12,6,1
2023-01-01,H003,1,114.97,1,1,6,1
2023-01-02,H003,1,87.17,2,1,0,0
2023-01-03,H003,1,76.75,3,1,1,0
2023-01-04,H003,1,105.9,4,1,2,0
2023-01-05,H003,1,94.03,5,1,3,0
2023-01-06,H003,1,72.38,6,1,4,0
2023-01-07,H003,1,83.11,7,1,5,1
2023-01-08,H003,1,93.16,8,1,6,1
2023-01-09,H003,1,90.84,9,1,0,0
2023-01-10,H003,1,94.91,10,1,1,0
2023-01-11,H003,1,99.01,11,1,2,0
2023-01-12,H003,1,94.24,12,1,3,0
2023-01-13,H003,1,104.09,13,1,4,0
2023-01-14,H003,1,98.42,14,1,5,1
2023-01-15,H003,1,87.96,15,1,6,1
2023-01-16,H003,1,88.37,16,1,0,0
2023-01-17,H003,1,87.74,17,1,1,0
2023-01-18,H003,1,57.79,18,1,2,0
2023-01-19,H003,1,82.15,19,1,3,0
2023-01-20,H003,1,92.81,20,1,4,0
2023-01-21,H003,1,93.03,21,1,5,1
2023-01-22,H003,1,90.54,22,1,6,1
2023-01-23,H003,1,100.44,23,1,0,0
2023-01-24,H003,1,78.66,24,1,1,0
2023-01-25,H003,1,98.35,25,1,2,0
2023-01-26,H003,1,73.97,26,1,3,0
2023-01-27,H003,1,123.24,27,1,4,0
2023-01-28,H003,1,96.7,28,1,5,1
2023-01-29,H003,1,95.57,29,1,6,1
2023-01-30,H003,1,104.27,30,1,0,0
2023-01-31,H003,1,85.67,31,1,1,0
2023-02-01,H003,1,108.3,1,2,2,0
2023-02-02,H003,1,95.44,2,2,3,0
2023-02-03,H003,1,89.7,3,2,4,0
2023-02-04,H003,1,97.68,4,2,5,1
2023-02-05,H003,1,115.02,5,2,6,1
2023-02-06,H003,1,94.29,6,2,0,0
2023-02-07,H003,1,96.84,7,2,1,0
2023-02-08,H003,1,98.28,8,2,2,0
2023-02-09,H003,1,93.51,9,2,3,0
2023-02-10,H003,1,98.28,10,2,4,0
2023-02-11,H003,1,99.97,11,2,5,1
2023-02-12,H003,1,100.92,12,2,6,1
2023-02-13,H003,1,78.99,13,2,0,0
2023-02-14,H003,1,96.11,14,2,1,0
2023-02-15,H003,1,72.02,15,2,2,0
2023-02-16,H003,1,96.17,16,2,3,0
2023-02-17,H003,1,89.51,17,2,4,0
2023-02-18,H003,1,106.79,18,2,5,1
2023-02-19,H003,1,89.83,19,2,6,1
2023-02-20,H003,1,67.78,20,2,0,0
2023-02-21,H003,1,89.1,21,2,1,0
2023-02-22,H003,1,80.87,22,2,2,0
2023-02-23,H003,1,72.15,23,2,3,0
2023-02-24,H003,1,102.83,24,2,4,0
2023-02-25,H003,1,122.3,25,2,5,1
2023-02-26,H003,1,93.62,26,2,6,1
2023-02-27,H003,1,92.99,27,2,0,0
2023-02-28,H003,1,90.29,28,2,1,0
2023-03-01,H003,1,86.16,1,3,2,0
2023-03-02,H003,1,102.12,2,3,3,0
2023-03-03,H003,1,106.36,3,3,4,0
2023-03-04,H003,1,93.32,4,3,5,1
2023-03-05,H003,1,104.37,5,3,6,1
2023-03-06,H003,1,109.88,6,3,0,0
2023-03-07,H003,1,102.8,7,3,1,0
2023-03-08,H003,1,104.66,8,3,2,0
2023-03-09,H003,1,111.09,9,3,3,0
2023-03-10,H003,1,110.99,10,3,4,0
2023-03-11,H003,1,116.62,11,3,5,1
2023-03-12,H003,1,106.08,12,3,6,1
2023-03-13,H003,1,90.32,13,3,0,0
2023-03-14,H003,1,96.2,14,3,1,0
2023-03-15,H003,1,88.6,15,3,2,0
2023-03-16,H003,1,71.63,16,3,3,0
2023-03-17,H003,1,91.75,17,3,4,0
2023-03-18,H003,1,108.95,18,3,5,1
2023-03-19,H003,1,97.65,19,3,6,1
2023-03-20,H003,1,92.91,20,3,0,0
2023-03-21,H003,1,93.4,21,3,1,0
2023-03-22,H003,1,111.56,22,3,2,0
2023-03-23,H003,1,91.0,23,3,3,0
2023-03-24,H003,1,111.61,24,3,4,0
2023-03-25,H003,1,72.34,25,3,5,1
2023-03-26,H003,1,121.09,26,3,6,1
2023-03-27,H003,1,110.96,27,3,0,0
2023-03-28,H003,1,106.23,28,3,1,0
2023-03-29,H003,1,71.27,29,3,2,0
2023-03-30,H003,1,107.65,30,3,3,0
2023-03-31,H003,1,94.83,31,3,4,0
2023-04-01,H003,1,74.62,1,4,5,1
2023-04-02,H003,1,120.55,2,4,6,1
2023-04-03,H003,1,112.76,3,4,0,0
2023-04-04,H003,1,72.57,4,4,1,0
2023-04-05,H003,1,97.52,5,4,2,0
2023-04-06,H003,1,112.06,6,4,3,0
2023-04-07,H003,1,110.15,7,4,4,0
2023-04-08,H003,1,114.94,8,4,5,1
2023-04-09,H003,1,73.11,9,4,6,1
2023-04-10,H003,1,104.08,10,4,0,0
2023-04-11,H003,1,92.68,11,4,1,0
2023-04-12,H003,1,107.22,12,4,2,0
2023-04-13,H003,1,98.31,13,4,3,0
2023-04-14,H003,1,94.96,14,4,4,0
2023-04-15,H003,1,112.37,15,4,5,1
2023-04-16,H003,1,102.57,16,4,6,1
2023-04-17,H003,1,94.79,17,4,0,0
2023-04-18,H003,1,88.37,18,4,1,0
2023-04-19,H003,1,75.72,19,4,2,0
2023-04-20,H003,1,101.75,20,4,3,0
2023-04-21,H003,1,85.21,21,4,4,0
2023-04-22,H003,1,101.9,22,4,5,1
2023-04-23,H003,1,107.68,23,4,6,1
2023-04-24,H003,1,69.68,24,4,0,0
2023-04-25,H003,1,72.3,25,4,1,0
2023-04-26,H003,1,90.97,26,4,2,0
2023-04-27,H003,1,99.96,27,4,3,0
2023-04-28,H003,1,103.36,28,4,4,0
2023-04-29,H003,1,84.69,29,4,5,1
2023-04-30,H003,1,111.34,30,4,6,1
2023-05-01,H003,1,105.38,1,5,0,0
2023-05-02,H003,1,97.63,2,5,1,0
2023-05-03,H003,1,100.35,3,5,2,0
2023-05-04,H003,1,117.65,4,5,3,0
2023-05-05,H003,1,111.22,5,5,4,0
2023-05-06,H003,1,119.21,6,5,5,1
2023-05-07,H003,1,121.41,7,5,6,1
2023-05-08,H003,1,118.74,8,5,0,0
2023-05-09,H003,1,106.32,9,5,1,0
2023-05-10,H003,1,108.02,10,5,2,0
2023-05-11,H003,1,120.91,11,5,3,0
2023-05-12,H003,1,103.15,12,5,4,0
2023-05-13,H003,1,125.12,13,5,5,1
2023-05-14,H003,1,111.52,14,5,6,1
2023-05-15,H003,1,101.76,15,5,0,0
2023-05-16,H003,1,105.37,16,5,1,0
2023-05-17,H003,1,112.67,17,5,2,0
2023-05-18,H003,1,120.68,18,5,3,0
2023-05-19,H003,1,107.37,19,5,4,0
2023-05-20,H003,1,98.67,20,5,5,1
2023-05-21,H003,1,124.09,21,5,6,1
2023-05-22,H003,1,135.22,22,5,0,0
2023-05-23,H003,1,106.93,23,5,1,0
2023-05-24,H003,1,84.98,24,5,2,0
2023-05-25,H003,1,107.37,25,5,3,0
2023-05-26,H003,1,105.14,26,5,4,0
2023-05-27,H003,1,114.48,27,5,5,1
2023-05-28,H003,1,126.69,28,5,6,1
2023-05-29,H003,1,121.24,29,5,0,0
2023-05-30,H003,1,112.75,30,5,1,0
2023-05-31,H003,1,102.78,31,5,2,0
2023-06-01,H003,1,117.72,1,6,3,0
2023-06-02,H003,1,86.12,2,6,4,0
2023-06-03,H003,1,105.68,3,6,5,1
2023-06-04,H003,1,106.83,4,6,6,1
2023-06-05,H003,1,103.17,5,6,0,0
2023-06-06,H003,1,109.45,6,6,1,0
2023-06-07,H003,1,100.79,7,6,2,0
2023-06-08,H003,1,92.15,8,6,3,0
2023-06-09,H003,1,114.54,9,6,4,0
2023-06-10,H003,1,110.11,10,6,5,1
2023-06-11,H003,1,113.96,11,6,6,1
2023-06-12,H003,1,108.92,12,6,0,0
2023-06-13,H003,1,102.6,13,6,1,0
2023-06-14,H003,1,102.47,14,6,2,0
2023-06-15,H003,1,114.13,15,6,3,0
2023-06-16,H003,1,103.4,16,6,4,0
2023-06-17,H003,1,121.89,17,6,5,1
2023-06-18,H003,1,117.87,18,6,6,1
2023-06-19,H003,1,125.23,19,6,0,0
2023-06-20,H003,1,105.75,20,6,1,0
2023-06-21,H003,1,108.31,21,6,2,0
2023-06-22,H003,1,113.68,22,6,3,0
2023-06-23,H003,1,101.04,23,6,4,0
2023-06-24,H003,1,102.44,24,6,5,1
2023-06-25,H003,1,104.2,25,6,6,1
2023-06-26,H003,1,94.13,26,6,0,0
2023-06-27,H003,1,88.11,27,6,1,0
2023-06-28,H003,1,103.14,28,6,2,0
2023-06-29,H003,1,91.58,29,6,3,0
2023-06-30,H003,1,101.28,30,6,4,0
2023-07-01,H003,1,106.72,1,7,5,1
2023-07-02,H003,1,107.92,2,7,6,1
2023-07-03,H003,1,105.04,3,7,0,0
2023-07-04,H003,1,91.68,4,7,1,0
2023-07-05,H003,1,105.66,5,7,2,0
2023-07-06,H003,1,116.61,6,7,3,0
2023-07-07,H003,1,101.73,7,7,4,0
2023-07-08,H003,1,97.78,8,7,5,1
2023-07-09,H003,1,99.57,9,7,6,1
2023-07-10,H003,1,94.06,10,7,0,0
2023-07-11,H003,1,89.71,11,7,1,0
2023-07-12,H003,1,84.77,12,7,2,0
2023-07-13,H003,1,98.33,13,7,3,0
2023-07-14,H003,1,93.63,14,7,4,0
2023-07-15,H003,1,107.99,15,7,5,1
2023-07-16,H003,1,119.75,16,7,6,1
2023-07-17,H003,1,92.9,17,7,0,0
2023-07-18,H003,1,81.32,18,7,1,0
2023-07-19,H003,1,90.58,19,7,2,0
2023-07-20,H003,1,104.43,20,7,3,0
2023-07-21,H003,1,103.13,21,7,4,0
2023-07-22,H003,1,110.53,22,7,5,1
2023-07-23,H003,1,96.61,23,7,6,1
2023-07-24,H003,1,103.49,24,7,0,0
2023-07-25,H003,1,106.01,25,7,1,0
2023-07-26,H003,1,85.77,26,7,2,0
2023-07-27,H003,1,93.44,27,7,3,0
2023-07-28,H003,1,118.02,28,7,4,0
2023-07-29,H003,1,94.08,29,7,5,1
2023-07-30,H003,1,82.31,30,7,6,1
2023-07-31,H003,1,109.86,31,7,0,0
2023-08-01,H003,1,106.74,1,8,1,0
2023-08-02,H003,1,87.45,2,8,2,0
2023-08-03,H003,1,91.42,3,8,3,0
2023-08-04,H003,1,77.91,4,8,4,0
2023-08-05,H003,1,102.76,5,8,5,1
2023-08-06,H003,1,115.51,6,8,6,1
2023-08-07,H003,1,85.63,7,8,0,0
2023-08-08,H003,1,102.51,8,8,1,0
2023-08-09,H003,1,97.4,9,8,2,0
2023-08-10,H003,1,98.62,10,8,3,0
2023-08-11,H003,1,85.72,11,8,4,0
2023-08-12,H003,1,96.27,12,8,5,1
2023-08-13,H003,1,78.21,13,8,6,1
2023-08-14,H003,1,84.31,14,8,0,0
2023-08-15,H003,1,104.93,15,8,1,0
2023-08-16,H003,1,79.68,16,8,2,0
2023-08-17,H003,1,81.33,17,8,3,0
2023-08-18,H003,1,98.25,18,8,4,0
2023-08-19,H003,1,104.31,19,8,5,1
2023-08-20,H003,1,107.62,20,8,6,1
2023-08-21,H003,1,76.23,21,8,0,0
2023-08-22,H003,1,120.83,22,8,1,0
2023-08-23,H003,1,75.35,23,8,2,0
2023-08-24,H003,1,91.68,24,8,3,0
2023-08-25,H003,1,87.81,25,8,4,0
2023-08-26,H003,1,84.32,26,8,5,1
2023-08-27,H003,1,94.0,27,8,6,1
2023-08-28,H003,1,89.67,28,8,0,0
2023-08-29,H003,1,81.48,29,8,1,0
2023-08-30,H003,1,100.43,30,8,2,0
2023-08-31,H003,1,87.15,31,8,3,0
2023-09-01,H003,1,72.89,1,9,4,0
2023-09-02,H003,1,80.67,2,9,5,1
2023-09-03,H003,1,104.96,3,9,6,1
2023-09-04,H003,1,70.88,4,9,0,0
2023-09-05,H003,1,92.44,5,9,1,0
2023-09-06,H003,1,93.89,6,9,2,0
2023-09-07,H003,1,76.54,7,9,3,0
2023-09-08,H003,1,99.1,8,9,4,0
2023-09-09,H003,1,76.56,9,9,5,1
2023-09-10,H003,1,100.65,10,9,6,1
2023-09-11,H003,1,87.71,11,9,0,0
2023-09-12,H003,1,86.71,12,9,1,0
2023-09-13,H003,1,73.95,13,9,2,0
2023-09-14,H003,1,76.78,14,9,3,0
2023-09-15,H003,1,107.4,15,9,4,0
2023-09-16,H003,1,111.3,16,9,5,1
2023-09-17,H003,1,105.57,17,9,6,1
2023-09-18,H003,1,99.11,18,9,0,0
2023-09-19,H003,1,97.94,19,9,1,0
2023-09-20,H003,1,83.88,20,9,2,0
2023-09-21,H003,1,88.29,21,9,3,0
2023-09-22,H003,1,70.02,22,9,4,0
2023-09-23,H003,1,95.36,23,9,5,1
2023-09-24,H003,1,110.61,24,9,6,1
2023-09-25,H003,1,79.69,25,9,0,0
2023-09-26,H003,1,99.88,26,9,1,0
2023-09-27,H003,1,88.69,27,9,2,0
2023-09-28,H003,1,70.95,28,9,3,0
2023-09-29,H003,1,74.28,29,9,4,0
2023-09-30,H003,1,107.36,30,9,5,1
2023-10-01,H003,1,90.39,1,10,6,1
2023-10-02,H003,1,77.37,2,10,0,0
2023-10-03,H003,1,72.86,3,10,1,0
2023-10-04,H003,1,78.69,4,10,2,0
2023-10-05,H003,1,86.73,5,10,3,0
2023-10-06,H003,1,93.89,6,10,4,0
2023-10-07,H003,1,102.11,7,10,5,1
2023-10-08,H003,1,88.31,8,10,6,1
2023-10-09,H003,1,74.18,9,10,0,0
2023-10-10,H003,1,78.02,10,10,1,0
2023-10-11,H003,1,82.56,11,10,2,0
2023-10-12,H003,1,82.54,12,10,3,0
2023-10-13,H003,1,92.05,13,10,4,0
2023-10-14,H003,1,109.42,14,10,5,1
2023-10-15,H003,1,81.61,15,10,6,1
2023-10-16,H003,1,102.35,16,10,0,0
2023-10-17,H003,1,90.59,17,10,1,0
2023-10-18,H003,1,75.36,18,10,2,0
2023-10-19,H003,1,94.6,19,10,3,0
2023-10-20,H003,1,96.9,20,10,4,0
2023-10-21,H003,1,78.87,21,10,5,1
2023-10-22,H003,1,105.25,22,10,6,1
2023-10-23,H003,1,89.74,23,10,0,0
2023-10-24,H003,1,105.33,24,10,1,0
2023-10-25,H003,1,71.88,25,10,2,0
2023-10-26,H003,1,72.8,26,10,3,0
2023-10-27,H003,1,52.79,27,10,4,0
2023-10-28,H003,1,91.76,28,10,5,1
2023-10-29,H003,1,89.49,29,10,6,1
2023-10-30,H003,1,70.59,30,10,0,0
2023-10-31,H003,1,76.44,31,10,1,0
2023-11-01,H003,1,61.77,1,11,2,0
2023-11-02,H003,1,91.97,2,11,3,0
2023-11-03,H003,1,71.81,3,11,4,0
2023-11-04,H003,1,122.68,4,11,5,1
2023-11-05,H003,1,83.55,5,11,6,1
2023-11-06,H003,1,68.85,6,11,0,0
2023-11-07,H003,1,73.11,7,11,1,0
2023-11-08,H003,1,61.22,8,11,2,0
2023-11-09,H003,1,84.05,9,11,3,0
2023-11-10,H003,1,73.33,10,11,4,0
2023-11-11,H003,1,99.9,11,11,5,1
2023-11-12,H003,1,83.15,12,11,6,1
2023-11-13,H003,1,95.31,13,11,0,0
2023-11-14,H003,1,87.9,14,11,1,0
2023-11-15,H003,1,79.27,15,11,2,0
2023-11-16,H003,1,98.01,16,11,3,0
2023-11-17,H003,1,90.59,17,11,4,0
2023-11-18,H003,1,122.57,18,11,5,1
2023-11-19,H003,1,82.44,19,11,6,1
2023-11-20,H003,1,80.45,20,11,0,0
2023-11-21,H003,1,98.49,21,11,1,0
2023-11-22,H003,1,61.27,22,11,2,0
2023-11-23,H003,1,95.72,23,11,3,0
2023-11-24,H003,1,85.32,24,11,4,0
2023-11-25,H003,1,77.55,25,11,5,1
2023-11-26,H003,1,72.0,26,11,6,1
2023-11-27,H003,1,72.39,27,11,0,0
2023-11-28,H003,1,53.18,28,11,1,0
2023-11-29,H003,1,74.87,29,11,2,0
2023-11-30,H003,1,88.35,30,11,3,0
2023-12-01,H003,1,75.31,1,12,4,0
2023-12-02,H003,1,105.95,2,12,5,1
2023-12-03,H003,1,109.37,3,12,6,1
2023-12-04,H003,1,96.77,4,12,0,0
2023-12-05,H003,1,84.38,5,12,1,0
2023-12-06,H003,1,53.87,6,12,2,0
2023-12-07,H003,1,73.47,7,12,3,0
2023-12-08,H003,1,80.37,8,12,4,0
2023-12-09,H003,1,79.72,9,12,5,1
2023-12-10,H003,1,88.94,10,12,6,1
2023-12-11,H003,1,101.85,11,12,0,0
2023-12-12,H003,1,62.94,12,12,1,0
2023-12-13,H003,1,104.59,13,12,2,0
2023-12-14,H003,1,93.62,14,12,3,0
2023-12-15,H003,1,86.38,15,12,4,0
2023-12-16,H003,1,83.1,16,12,5,1
2023-12-17,H003,1,81.35,17,12,6,1
2023-12-18,H003,1,64.13,18,12,0,0
2023-12-19,H003,1,104.41,19,12,1,0
2023-12-20,H003,1,102.42,20,12,2,0
2023-12-21,H003,1,67.26,21,12,3,0
2023-12-22,H003,1,77.67,22,12,4,0
2023-12-23,H003,1,98.11,23,12,5,1
2023-12-24,H003,1,89.5,24,12,6,1
2023-12-25,H003,1,61.77,25,12,0,0
2023-12-26,H003,1,77.07,26,12,1,0
2023-12-27,H003,1,108.54,27,12,2,0
2023-12-28,H003,1,78.21,28,12,3,0
2023-12-29,H003,1,83.5,29,12,4,0
2023-12-30,H003,1,80.44,30,12,5,1
2023-12-31,H003,1,101.42,31,12,6,1
2023-01-01,H004,4,185.68,1,1,6,1
2023-01-02,H004,4,148.18,2,1,0,0
2023-01-03,H004,4,182.56,3,1,1,0
2023-01-04,H004,4,186.3,4,1,2,0
2023-01-05,H004,4,170.77,5,1,3,0
2023-01-06,H004,4,163.29,6,1,4,0
2023-01-07,H004,4,207.58,7,1,5,1
2023-01-08,H004,4,188.47,8,1,6,1
2023-01-09,H004,4,182.79,9,1,0,0
2023-01-10,H004,4,163.78,10,1,1,0
2023-01-11,H004,4,170.78,11,1,2,0
2023-01-12,H004,4,155.67,12,1,3,0
2023-01-13,H004,4,178.33,13,1,4,0
2023-01-14,H004,4,190.44,14,1,5,1
2023-01-15,H004,4,177.71,15,1,6,1
2023-01-16,H004,4,161.0,16,1,0,0
2023-01-17,H004,4,191.22,17,1,1,0
2023-01-18,H004,4,195.75,18,1,2,0
2023-01-19,H004,4,169.79,19,1,3,0
2023-01-20,H004,4,173.42,20,1,4,0
2023-01-21,H004,4,194.95,21,1,5,1
2023-01-22,H004,4,192.21,22,1,6,1
2023-01-23,H004,4,153.28,23,1,0,0
2023-01-24,H004,4,178.75,24,1,1,0
2023-01-25,H004,4,148.81,25,1,2,0
2023-01-26,H004,4,165.32,26,1,3,0
2023-01-27,H004,4,180.42,27,1,4,0
2023-01-28,H004,4,199.26,28,1,5,1
2023-01-29,H004,4,182.6,29,1,6,1
2023-01-30,H004,4,169.58,30,1,0,0
2023-01-31,H004,4,168.19,31,1,1,0
2023-02-01,H004,4,174.31,1,2,2,0
2023-02-02,H004,4,175.46,2,2,3,0
2023-02-03,H004,4,184.03,3,2,4,0
2023-02-04,H004,4,187.65,4,2,5,1
2023-02-05,H004,4,198.58,5,2,6,1
2023-02-06,H004,4,182.76,6,2,0,0
2023-02-07,H004,4,179.27,7,2,1,0
2023-02-08,H004,4,173.99,8,2,2,0
2023-02-09,H004,4,179.48,9,2,3,0
2023-02-10,H004,4,186.55,10,2,4,0
2023-02-11,H004,4,205.57,11,2,5,1
2023-02-12,H004,4,217.51,12,2,6,1
2023-02-13,H004,4,166.25,13,2,0,0
2023-02-14,H004,4,173.05,14,2,1,0
2023-02-15,H004,4,159.16,15,2,2,0
2023-02-16,H004,4,189.88,16,2,3,0
2023-02-17,H004,4,174.88,17,2,4,0
2023-02-18,H004,4,199.46,18,2,5,1
2023-02-19,H004,4,189.93,19,2,6,1
2023-02-20,H004,4,175.51,20,2,0,0
2023-02-21,H004,4,194.28,21,2,1,0
2023-02-22,H004,4,188.11,22,2,2,0
2023-02-23,H004,4,178.6,23,2,3,0
2023-02-24,H004,4,189.31,24,2,4,0
2023-02-25,H004,4,207.76,25,2,5,1
2023-02-26,H004,4,193.75,26,2,6,1
2023-02-27,H004,4,162.93,27,2,0,0
2023-02-28,H004,4,169.92,28,2,1,0
2023-03-01,H004,4,164.76,1,3,2,0
2023-03-02,H004,4,194.96,2,3,3,0
2023-03-03,H004,4,197.17,3,3,4,0
2023-03-04,H004,4,218.41,4,3,5,1
2023-03-05,H004,4,175.27,5,3,6,1
2023-03-06,H004,4,194.35,6,3,0,0
2023-03-07,H004,4,208.16,7,3,1,0
2023-03-08,H004,4,195.07,8,3,2,0
