date,household_id,household_size,water_liters
2023-05-24,H003,1,84.98
2023-05-25,H003,1,107.37
2023-05-26,H003,1,105.14
2023-05-27,H003,1,114.48
2023-05-28,H003,1,126.69
2023-05-29,H003,1,121.24
2023-05-30,H003,1,112.75
2023-05-31,H003,1,102.78
2023-06-01,H003,1,117.72
2023-06-02,H003,1,86.12
2023-06-03,H003,1,105.68
2023-06-04,H003,1,106.83
2023-06-05,H003,1,103.17
2023-06-06,H003,1,109.45
2023-06-07,H003,1,100.79
2023-06-08,H003,1,92.15
2023-06-09,H003,1,114.54
2023-06-10,H003,1,110.11
2023-06-11,H003,1,113.96
2023-06-12,H003,1,108.92
2023-06-13,H003,1,102.6
2023-06-14,H003,1,102.47
2023-06-15,H003,1,114.13
2023-06-16,H003,1,103.4
2023-06-17,H003,1,121.89
2023-06-18,H003,1,117.87
2023-06-19,H003,1,125.23
2023-06-20,H003,1,105.75
2023-06-21,H003,1,108.31
2023-06-22,H003,1,113.68
2023-06-23,H003,1,101.04
2023-06-24,H003,1,102.44
2023-06-25,H003,1,104.2
2023-06-26,H003,1,94.13
2023-06-27,H003,1,88.11
2023-06-28,H003,1,103.14
2023-06-29,H003,1,91.58
2023-06-30,H003,1,101.28
2023-07-01,H003,1,106.72
2023-07-02,H003,1,107.92
2023-07-03,H003,1,105.04
2023-07-04,H003,1,91.68
2023-07-05,H003,1,105.66
2023-07-06,H003,1,116.61
2023-07-07,H003,1,101.73
2023-07-08,H003,1,97.78
2023-07-09,H003,1,99.57
2023-07-10,H003,1,94.06
2023-07-11,H003,1,89.71
2023-07-12,H003,1,84.77
2023-07-13,H003,1,98.33
2023-07-14,H003,1,93.63
2023-07-15,H003,1,107.99
2023-07-16,H003,1,119.75
2023-07-17,H003,1,92.9
2023-07-18,H003,1,81.32
2023-07-19,H003,1,90.58
2023-07-20,H003,1,104.43
2023-07-21,H003,1,103.13
2023-07-22,H003,1,110.53
2023-07-23,H003,1,96.61
2023-07-24,H003,1,103.49
2023-07-25,H003,1,106.01
2023-07-26,H003,1,85.77
2023-07-27,H003,1,93.44
2023-07-28,H003,1,118.02
2023-07-29,H003,1,94.08
2023-07-30,H003,1,82.31
2023-07-31,H003,1,109.86
2023-08-01,H003,1,106.74
2023-08-02,H003,1,87.45
2023-08-03,H003,1,91.42
2023-08-04,H003,1,77.91
2023-08-05,H003,1,102.76
2023-08-06,H003,1,115.51
2023-08-07,H003,1,85.63
2023-08-08,H003,1,102.51
2023-08-09,H003,1,97.4
2023-08-10,H003,1,98.62
2023-08-11,H003,1,85.72
2023-08-12,H003,1,96.27
2023-08-13,H003,1,78.21
2023-08-14,H003,1,84.31
2023-08-15,H003,1,104.93
2023-08-16,H003,1,79.68
2023-08-17,H003,1,81.33
2023-08-18,H003,1,98.25
2023-08-19,H003,1,104.31
2023-08-20,H003,1,107.62
2023-08-21,H003,1,76.23
2023-08-22,H003,1,120.83
2023-08-23,H003,1,75.35
2023-08-24,H003,1,91.68
2023-08-25,H003,1,87.81
2023-08-26,H003,1,84.32
2023-08-27,H003,1,94.0
2023-08-28,H003,1,89.67
2023-08-29,H003,1,81.48
2023-08-30,H003,1,100.43
2023-08-31,H003,1,87.15
2023-09-01,H003,1,72.89
2023-09-02,H003,1,80.67
2023-09-03,H003,1,104.96
2023-09-04,H003,1,70.88
2023-09-05,H003,1,92.44
2023-09-06,H003,1,93.89
2023-09-07,H003,1,76.54
2023-09-08,H003,1,99.1
2023-09-09,H003,1,76.56
2023-09-10,H003,1,100.65
2023-09-11,H003,1,87.71
2023-09-12,H003,1,86.71
2023-09-13,H003,1,73.95
2023-09-14,H003,1,76.78
2023-09-15,H003,1,107.4
2023-09-16,H003,1,111.3
2023-09-17,H003,1,105.57
2023-09-18,H003,1,99.11
2023-09-19,H003,1,97.94
2023-09-20,H003,1,83.88
2023-09-21,H003,1,88.29
2023-09-22,H003,1,70.02
2023-09-23,H003,1,95.36
2023-09-24,H003,1,110.61
2023-09-25,H003,1,79.69
2023-09-26,H003,1,99.88
2023-09-27,H003,1,88.69
2023-09-28,H003,1,70.95
2023-09-29,H003,1,74.28
2023-09-30,H003,1,107.36
2023-10-01,H003,1,90.39
2023-10-02,H003,1,77.37
2023-10-03,H003,1,72.86
2023-10-04,H003,1,78.69
2023-10-05,H003,1,86.73
2023-10-06,H003,1,93.89
2023-10-07,H003,1,102.11
2023-10-08,H003,1,88.31
2023-10-09,H003,1,74.18
2023-10-10,H003,1,78.02
2023-10-11,H003,1,82.56
2023-10-12,H003,1,82.54
2023-10-13,H003,1,92.05
2023-10-14,H003,1,109.42
2023-10-15,H003,1,81.61
2023-10-16,H003,1,102.35
2023-10-17,H003,1,90.59
2023-10-18,H003,1,75.36
2023-10-19,H003,1,94.6
2023-10-20,H003,1,96.9
2023-10-21,H003,1,78.87
2023-10-22,H003,1,105.25
2023-10-23,H003,1,89.74
2023-10-24,H003,1,105.33
2023-10-25,H003,1,71.88
2023-10-26,H003,1,72.8
2023-10-27,H003,1,52.79
2023-10-28,H003,1,91.76
2023-10-29,H003,1,89.49
2023-10-30,H003,1,70.59
2023-10-31,H003,1,76.44
2023-11-01,H003,1,61.77
2023-11-02,H003,1,91.97
2023-11-03,H003,1,71.81
2023-11-04,H003,1,122.68
2023-11-05,H003,1,83.55
2023-11-06,H003,1,68.85
2023-11-07,H003,1,73.11
2023-11-08,H003,1,61.22
2023-11-09,H003,1,84.05
2023-11-10,H003,1,73.33
2023-11-11,H003,1,99.9
2023-11-12,H003,1,83.15
2023-11-13,H003,1,95.31
2023-11-14,H003,1,87.9
2023-11-15,H003,1,79.27
2023-11-16,H003,1,98.01
2023-11-17,H003,1,90.59
2023-11-18,H003,1,122.57
2023-11-19,H003,1,82.44
2023-11-20,H003,1,80.45
2023-11-21,H003,1,98.49
2023-11-22,H003,1,61.27
2023-11-23,H003,1,95.72
2023-11-24,H003,1,85.32
2023-11-25,H003,1,77.55
2023-11-26,H003,1,72.0
2023-11-27,H003,1,72.39
2023-11-28,H003,1,53.18
2023-11-29,H003,1,74.87
2023-11-30,H003,1,88.35
2023-12-01,H003,1,75.31
2023-12-02,H003,1,105.95
2023-12-03,H003,1,109.37
2023-12-04,H003,1,96.77
2023-12-05,H003,1,84.38
2023-12-06,H003,1,53.87
2023-12-07,H003,1,73.47
2023-12-08,H003,1,80.37
2023-12-09,H003,1,79.72
2023-12-10,H003,1,88.94
2023-12-11,H003,1,101.85
2023-12-12,H003,1,62.94
2023-12-13,H003,1,104.59
2023-12-14,H003,1,93.62
2023-12-15,H003,1,86.38
2023-12-16,H003,1,83.1
2023-12-17,H003,1,81.35
2023-12-18,H003,1,64.13
2023-12-19,H003,1,104.41
2023-12-20,H003,1,102.42
2023-12-21,H003,1,67.26
2023-12-22,H003,1,77.67
2023-12-23,H003,1,98.11
2023-12-24,H003,1,89.5
2023-12-25,H003,1,61.77
2023-12-26,H003,1,77.07
2023-12-27,H003,1,108.54
2023-12-28,H003,1,78.21
2023-12-29,H003,1,83.5
2023-12-30,H003,1,80.44
2023-12-31,H003,1,101.42
2023-01-01,H004,4,185.68
2023-01-02,H004,4,148.18
2023-01-03,H004,4,182.56
2023-01-04,H004,4,186.3
2023-01-05,H004,4,170.77
2023-01-06,H004,4,163.29
2023-01-07,H004,4,207.58
2023-01-08,H004,4,188.47
2023-01-09,H004,4,182.79
2023-01-10,H004,4,163.78
2023-01-11,H004,4,170.78
2023-01-12,H004,4,155.67
2023-01-13,H004,4,178.33
2023-01-14,H004,4,190.44
2023-01-15,H004,4,177.71
2023-01-16,H004,4,161.0
2023-01-17,H004,4,191.22
2023-01-18,H004,4,195.75
2023-01-19,H004,4,169.79
2023-01-20,H004,4,173.42
2023-01-21,H004,4,194.95
2023-01-22,H004,4,192.21
2023-01-23,H004,4,153.28
2023-01-24,H004,4,178.75
2023-01-25,H004,4,148.81
2023-01-26,H004,4,165.32
2023-01-27,H004,4,180.42
2023-01-28,H004,4,199.26
2023-01-29,H004,4,182.6
2023-01-30,H004,4,169.58
2023-01-31,H004,4,168.19
2023-02-01,H004,4,174.31
2023-02-02,H004,4,175.46
2023-02-03,H004,4,184.03
2023-02-04,H004,4,187.65
2023-02-05,H004,4,198.58
2023-02-06,H004,4,182.76
2023-02-07,H004,4,179.27
2023-02-08,H004,4,173.99
2023-02-09,H004,4,179.48
2023-02-10,H004,4,186.55
2023-02-11,H004,4,205.57
2023-02-12,H004,4,217.51
2023-02-13,H004,4,166.25
2023-02-14,H004,4,173.05
2023-02-15,H004,4,159.16
2023-02-16,H004,4,189.88
2023-02-17,H004,4,174.88
2023-02-18,H004,4,199.46
2023-02-19,H004,4,189.93
2023-02-20,H004,4,175.51
2023-02-21,H004,4,194.28
2023-02-22,H004,4,188.11
2023-02-23,H004,4,178.6
2023-02-24,H004,4,189.31
2023-02-25,H004,4,207.76
2023-02-26,H004,4,193.75
2023-02-27,H004,4,162.93
2023-02-28,H004,4,169.92
2023-03-01,H004,4,164.76
2023-03-02,H004,4,194.96
2023-03-03,H004,4,197.17
2023-03-04,H004,4,218.41
2023-03-05,H004,4,175.27
2023-03-06,H004,4,194.35
2023-03-07,H004,4,208.16
2023-03-08,H004,4,195.07
2023-03-09,H004,4,156.02
2023-03-10,H004,4,203.15
2023-03-11,H004,4,200.74
2023-03-12,H004,4,197.55
2023-03-13,H004,4,187.63
2023-03-14,H004,4,169.72
2023-03-15,H004,4,182.42
2023-03-16,H004,4,201.91
2023-03-17,H004,4,190.01
2023-03-18,H004,4,201.57
2023-03-19,H004,4,202.01
2023-03-20,H004,4,168.55
2023-03-21,H004,4,180.98
2023-03-22,H004,4,163.22
2023-03-23,H004,4,195.15
2023-03-24,H004,4,156.69
2023-03-25,H004,4,211.51
2023-03-26,H004,4,213.04
2023-03-27,H004,4,198.84
2023-03-28,H004,4,184.08
2023-03-29,H004,4,194.05
2023-03-30,H004,4,181.15
2023-03-31,H004,4,168.84
2023-04-01,H004,4,219.76
2023-04-02,H004,4,200.22
2023-04-03,H004,4,166.16
2023-04-04,H004,4,177.46
2023-04-05,H004,4,177.92
2023-04-06,H004,4,188.57
2023-04-07,H004,4,211.17
2023-04-08,H004,4,207.54
2023-04-09,H004,4,203.71
2023-04-10,H004,4,212.37
2023-04-11,H004,4,194.6
2023-04-12,H004,4,185.86
2023-04-13,H004,4,177.0
2023-04-14,H004,4,186.49
2023-04-15,H004,4,200.11
2023-04-16,H004,4,201.93
2023-04-17,H004,4,198.27
2023-04-18,H004,4,175.94
2023-04-19,H004,4,188.51
2023-04-20,H004,4,193.65
2023-04-21,H004,4,174.23
2023-04-22,H004,4,190.42
2023-04-23,H004,4,198.38
2023-04-24,H004,4,176.34
2023-04-25,H004,4,195.6
2023-04-26,H004,4,169.64
2023-04-27,H004,4,182.37
2023-04-28,H004,4,211.99
2023-04-29,H004,4,204.4
2023-04-30,H004,4,206.25
2023-05-01,H004,4,222.14
2023-05-02,H004,4,202.5
2023-05-03,H004,4,194.92
2023-05-04,H004,4,209.85
2023-05-05,H004,4,210.74
2023-05-06,H004,4,208.7
2023-05-07,H004,4,232.43
2023-05-08,H004,4,219.86
2023-05-09,H004,4,195.88
2023-05-10,H004,4,211.87
2023-05-11,H004,4,217.16
2023-05-12,H004,4,213.29
2023-05-13,H004,4,234.82
2023-05-14,H004,4,223.48
2023-05-15,H004,4,192.1
2023-05-16,H004,4,200.04
2023-05-17,H004,4,198.16
2023-05-18,H004,4,204.0
2023-05-19,H004,4,217.86
2023-05-20,H004,4,209.22
2023-05-21,H004,4,226.43
2023-05-22,H004,4,191.27
2023-05-23,H004,4,194.91
2023-05-24,H004,4,210.25
2023-05-25,H004,4,189.02
2023-05-26,H004,4,211.86
2023-05-27,H004,4,206.85
2023-05-28,H004,4,230.79
2023-05-29,H004,4,183.68
2023-05-30,H004,4,194.6
2023-05-31,H004,4,224.5
2023-06-01,H004,4,221.98
2023-06-02,H004,4,196.25
2023-06-03,H004,4,225.7
2023-06-04,H004,4,235.17
2023-06-05,H004,4,208.55
2023-06-06,H004,4,196.81
2023-06-07,H004,4,190.82
2023-06-08,H004,4,209.94
2023-06-09,H004,4,212.8
2023-06-10,H004,4,239.42
2023-06-11,H004,4,198.26
2023-06-12,H004,4,183.31
2023-06-13,H004,4,212.0
2023-06-14,H004,4,179.14
2023-06-15,H004,4,212.32
2023-06-16,H004,4,194.58
2023-06-17,H004,4,210.29
2023-06-18,H004,4,218.67
2023-06-19,H004,4,180.1
2023-06-20,H004,4,205.83
2023-06-21,H004,4,215.91
2023-06-22,H004,4,205.77
2023-06-23,H004,4,192.06
2023-06-24,H004,4,195.72
2023-06-25,H004,4,195.84
2023-06-26,H004,4,178.13
2023-06-27,H004,4,193.62
2023-06-28,H004,4,194.82
2023-06-29,H004,4,203.57
2023-06-30,H004,4,171.28
2023-07-01,H004,4,227.51
2023-07-02,H004,4,219.76
2023-07-03,H004,4,187.97
2023-07-04,H004,4,177.31
2023-07-05,H004,4,206.26
2023-07-06,H004,4,187.36
2023-07-07,H004,4,190.41
2023-07-08,H004,4,213.97
2023-07-09,H004,4,198.07
2023-07-10,H004,4,186.33
2023-07-11,H004,4,199.79
2023-07-12,H004,4,198.27
2023-07-13,H004,4,198.07
2023-07-14,H004,4,174.62
2023-07-15,H004,4,204.16
2023-07-16,H004,4,201.9
2023-07-17,H004,4,192.67
2023-07-18,H004,4,191.3
2023-07-19,H004,4,188.84
2023-07-20,H004,4,216.26
2023-07-21,H004,4,182.89
2023-07-22,H004,4,199.8
2023-07-23,H004,4,190.49
2023-07-24,H004,4,167.04
2023-07-25,H004,4,170.57
2023-07-26,H004,4,176.3
2023-07-27,H004,4,200.36
2023-07-28,H004,4,184.83
2023-07-29,H004,4,204.81
2023-07-30,H004,4,201.02
2023-07-31,H004,4,187.91
2023-08-01,H004,4,200.08
2023-08-02,H004,4,159.06
2023-08-03,H004,4,197.34
2023-08-04,H004,4,152.27
2023-08-05,H004,4,200.75
2023-08-06,H004,4,226.43
2023-08-07,H004,4,189.85
2023-08-08,H004,4,185.91
2023-08-09,H004,4,205.2
2023-08-10,H004,4,172.5
2023-08-11,H004,4,185.9
2023-08-12,H004,4,205.44
2023-08-13,H004,4,191.97
2023-08-14,H004,4,174.78
2023-08-15,H004,4,173.24
2023-08-16,H004,4,180.59
2023-08-17,H004,4,185.88
2023-08-18,H004,4,180.58
2023-08-19,H004,4,205.29
2023-08-20,H004,4,172.92
2023-08-21,H004,4,175.86
2023-08-22,H004,4,166.0
2023-08-23,H004,4,181.7
2023-08-24,H004,4,181.34
2023-08-25,H004,4,176.32
2023-08-26,H004,4,201.4
2023-08-27,H004,4,207.05
2023-08-28,H004,4,176.44
2023-08-29,H004,4,164.38
2023-08-30,H004,4,157.86
2023-08-31,H004,4,177.11
2023-09-01,H004,4,179.42
2023-09-02,H004,4,182.37
2023-09-03,H004,4,202.55
2023-09-04,H004,4,170.57
2023-09-05,H004,4,156.07
2023-09-06,H004,4,190.89
2023-09-07,H004,4,189.41
2023-09-08,H004,4,151.38
2023-09-09,H004,4,186.24
2023-09-10,H004,4,185.65
2023-09-11,H004,4,194.9
2023-09-12,H004,4,173.93
2023-09-13,H004,4,157.08
2023-09-14,H004,4,185.52
2023-09-15,H004,4,160.08
2023-09-16,H004,4,189.12
2023-09-17,H004,4,182.93
2023-09-18,H004,4,167.9
2023-09-19,H004,4,185.81
2023-09-20,H004,4,192.75
2023-09-21,H004,4,159.15
2023-09-22,H004,4,181.91
2023-09-23,H004,4,182.99
2023-09-24,H004,4,183.32
2023-09-25,H004,4,180.16
2023-09-26,H004,4,161.91
2023-09-27,H004,4,179.87
2023-09-28,H004,4,182.97
2023-09-29,H004,4,169.01
2023-09-30,H004,4,207.53
2023-10-01,H004,4,151.34
2023-10-02,H004,4,167.62
2023-10-03,H004,4,128.15
2023-10-04,H004,4,183.89
2023-10-05,H004,4,146.64
2023-10-06,H004,4,137.58
2023-10-07,H004,4,163.92
2023-10-08,H004,4,154.19
2023-10-09,H004,4,156.27
2023-10-10,H004,4,168.08
2023-10-11,H004,4,139.79
2023-10-12,H004,4,158.72
2023-10-13,H004,4,133.42
2023-10-14,H004,4,179.46
2023-10-15,H004,4,172.13
2023-10-16,H004,4,164.92
2023-10-17,H004,4,150.61
2023-10-18,H004,4,146.94
2023-10-19,H004,4,162.03
2023-10-20,H004,4,136.63
2023-10-21,H004,4,146.75
2023-10-22,H004,4,167.71
2023-10-23,H004,4,147.94
2023-10-24,H004,4,159.36
2023-10-25,H004,4,165.92
2023-10-26,H004,4,159.33
2023-10-27,H004,4,165.2
2023-10-28,H004,4,172.34
2023-10-29,H004,4,174.57
2023-10-30,H004,4,152.03
2023-10-31,H004,4,159.14
2023-11-01,H004,4,155.7
2023-11-02,H004,4,157.74
2023-11-03,H004,4,151.99
2023-11-04,H004,4,179.26
2023-11-05,H004,4,161.19
2023-11-06,H004,4,154.23
2023-11-07,H004,4,170.35
2023-11-08,H004,4,143.39
2023-11-09,H004,4,129.0
2023-11-10,H004,4,159.51
2023-11-11,H004,4,167.73
2023-11-12,H004,4,183.14
2023-11-13,H004,4,154.08
2023-11-14,H004,4,148.58
2023-11-15,H004,4,155.12
2023-11-16,H004,4,169.33
2023-11-17,H004,4,163.32
2023-11-18,H004,4,143.07
2023-11-19,H004,4,174.73
2023-11-20,H004,4,159.85
2023-11-21,H004,4,157.01
2023-11-22,H004,4,150.11
2023-11-23,H004,4,171.99
2023-11-24,H004,4,172.8
2023-11-25,H004,4,147.46
2023-11-26,H004,4,164.57
2023-11-27,H004,4,156.8
2023-11-28,H004,4,170.15
2023-11-29,H004,4,159.42
2023-11-30,H004,4,151.03
2023-12-01,H004,4,167.98
2023-12-02,H004,4,173.14
2023-12-03,H004,4,174.53
2023-12-04,H004,4,159.86
2023-12-05,H004,4,167.32
2023-12-06,H004,4,156.98
2023-12-07,H004,4,169.17
2023-12-08,H004,4,160.3
2023-12-09,H004,4,164.77
2023-12-10,H004,4,177.41
2023-12-11,H004,4,149.76
2023-12-12,H004,4,162.69
2023-12-13,H004,4,172.41
2023-12-14,H004,4,149.83
2023-12-15,H004,4,167.35
2023-12-16,H004,4,169.61
2023-12-17,H004,4,182.27
2023-12-18,H004,4,174.09
2023-12-19,H004,4,138.48
2023-12-20,H004,4,150.92
2023-12-21,H004,4,160.14
2023-12-22,H004,4,168.61
2023-12-23,H004,4,179.62
2023-12-24,H004,4,181.36
2023-12-25,H004,4,190.16
2023-12-26,H004,4,151.37
2023-12-27,H004,4,179.81
2023-12-28,H004,4,162.26
2023-12-29,H004,4,173.32
2023-12-30,H004,4,209.25
2023-12-31,H004,4,192.26
2023-01-01,H005,4,189.31
2023-01-02,H005,4,150.34
2023-01-03,H005,4,163.58
2023-01-04,H005,4,139.54
2023-01-05,H005,4,153.78
2023-01-06,H005,4,164.14
2023-01-07,H005,4,169.3
2023-01-08,H005,4,179.92
2023-01-09,H005,4,160.53
2023-01-10,H005,4,167.23
2023-01-11,H005,4,155.81
2023-01-12,H005,4,149.72
2023-01-13,H005,4,178.85
2023-01-14,H005,4,171.39
2023-01-15,H005,4,185.37
2023-01-16,H005,4,178.65
2023-01-17,H005,4,163.48
2023-01-18,H005,4,151.35
2023-01-19,H005,4,159.59
2023-01-20,H005,4,174.04
2023-01-21,H005,4,180.6
2023-01-22,H005,4,163.78
2023-01-23,H005,4,169.29
2023-01-24,H005,4,171.47
2023-01-25,H005,4,158.07
2023-01-26,H005,4,169.75
2023-01-27,H005,4,165.47
2023-01-28,H005,4,176.51
2023-01-29,H005,4,163.47
2023-01-30,H005,4,175.75
2023-01-31,H005,4,172.01
2023-02-01,H005,4,170.0
2023-02-02,H005,4,181.62
2023-02-03,H005,4,174.52
2023-02-04,H005,4,187.83
2023-02-05,H005,4,153.13
2023-02-06,H005,4,177.8
2023-02-07,H005,4,164.52
2023-02-08,H005,4,167.36
2023-02-09,H005,4,167.53
2023-02-10,H005,4,173.06
2023-02-11,H005,4,193.71
2023-02-12,H005,4,187.94
2023-02-13,H005,4,169.72
2023-02-14,H005,4,166.87
2023-02-15,H005,4,123.95
2023-02-16,H005,4,160.8
2023-02-17,H005,4,153.02
2023-02-18,H005,4,195.36
2023-02-19,H005,4,188.34
2023-02-20,H005,4,159.04
2023-02-21,H005,4,160.31
2023-02-22,H005,4,159.94
2023-02-23,H005,4,159.79
2023-02-24,H005,4,147.46
2023-02-25,H005,4,161.41
2023-02-26,H005,4,181.76
2023-02-27,H005,4,177.88
2023-02-28,H005,4,158.58
2023-03-01,H005,4,168.73
2023-03-02,H005,4,173.96
2023-03-03,H005,4,153.28
2023-03-04,H005,4,181.54
2023-03-05,H005,4,173.83
2023-03-06,H005,4,184.62
2023-03-07,H005,4,184.14
2023-03-08,H005,4,153.53
2023-03-09,H005,4,170.11
2023-03-10,H005,4,178.33
2023-03-11,H005,4,192.3
2023-03-12,H005,4,183.14
2023-03-13,H005,4,181.31
2023-03-14,H005,4,154.82
2023-03-15,H005,4,162.07
2023-03-16,H005,4,155.2
2023-03-17,H005,4,175.15
2023-03-18,H005,4,175.38
2023-03-19,H005,4,180.34
2023-03-20,H005,4,173.25
2023-03-21,H005,4,174.24
2023-03-22,H005,4,154.99
2023-03-23,H005,4,178.58
2023-03-24,H005,4,171.38
2023-03-25,H005,4,169.54
2023-03-26,H005,4,166.6
2023-03-27,H005,4,165.76
2023-03-28,H005,4,176.16
2023-03-29,H005,4,176.47
2023-03-30,H005,4,170.25
2023-03-31,H005,4,166.56
2023-04-01,H005,4,188.71
2023-04-02,H005,4,172.31
2023-04-03,H005,4,186.22
2023-04-04,H005,4,186.06
2023-04-05,H005,4,171.11
2023-04-06,H005,4,168.32
2023-04-07,H005,4,161.01
2023-04-08,H005,4,188.87
2023-04-09,H005,4,174.22
2023-04-10,H005,4,139.22
2023-04-11,H005,4,133.32
2023-04-12,H005,4,156.28
2023-04-13,H005,4,167.72
2023-04-14,H005,4,169.81
2023-04-15,H005,4,176.54
2023-04-16,H005,4,184.05
2023-04-17,H005,4,162.46
2023-04-18,H005,4,153.73
2023-04-19,H005,4,165.04
2023-04-20,H005,4,175.41
2023-04-21,H005,4,154.17
2023-04-22,H005,4,170.7
2023-04-23,H005,4,169.27
2023-04-24,H005,4,142.26
2023-04-25,H005,4,159.7
2023-04-26,H005,4,173.99
2023-04-27,H005,4,167.46
2023-04-28,H005,4,163.29
2023-04-29,H005,4,183.35
2023-04-30,H005,4,175.88
2023-05-01,H005,4,166.57
2023-05-02,H005,4,199.29
2023-05-03,H005,4,202.68
2023-05-04,H005,4,181.02
2023-05-05,H005,4,187.88
2023-05-06,H005,4,205.74
2023-05-07,H005,4,212.72
2023-05-08,H005,4,209.76
2023-05-09,H005,4,203.32
2023-05-10,H005,4,184.81
2023-05-11,H005,4,195.76
2023-05-12,H005,4,204.23
2023-05-13,H005,4,212.9
2023-05-14,H005,4,207.86
2023-05-15,H005,4,194.28
2023-05-16,H005,4,180.4
2023-05-17,H005,4,182.07
2023-05-18,H005,4,175.9
2023-05-19,H005,4,192.26
2023-05-20,H005,4,205.76
2023-05-21,H005,4,197.35
2023-05-22,H005,4,186.33
2023-05-23,H005,4,193.84
2023-05-24,H005,4,211.08
2023-05-25,H005,4,200.15
2023-05-26,H005,4,160.5
2023-05-27,H005,4,209.46
2023-05-28,H005,4,223.63
2023-05-29,H005,4,171.55
2023-05-30,H005,4,194.12
2023-05-31,H005,4,184.55
2023-06-01,H005,4,201.09
2023-06-02,H005,4,192.03
2023-06-03,H005,4,195.17
2023-06-04,H005,4,203.24
2023-06-05,H005,4,185.15
2023-06-06,H005,4,185.26
2023-06-07,H005,4,200.06
2023-06-08,H005,4,176.4
2023-06-09,H005,4,198.43
2023-06-10,H005,4,201.28
2023-06-11,H005,4,207.46
2023-06-12,H005,4,186.92
2023-06-13,H005,4,185.67
2023-06-14,H005,4,185.65
2023-06-15,H005,4,203.18
2023-06-16,H005,4,195.69
2023-06-17,H005,4,199.65
2023-06-18,H005,4,222.86
2023-06-19,H005,4,188.51
2023-06-20,H005,4,189.39
2023-06-21,H005,4,174.93
2023-06-22,H005,4,178.88
2023-06-23,H005,4,176.47
2023-06-24,H005,4,204.1
2023-06-25,H005,4,210.6
2023-06-26,H005,4,188.77
2023-06-27,H005,4,203.29
2023-06-28,H005,4,173.46
2023-06-29,H005,4,185.37
2023-06-30,H005,4,168.47
2023-07-01,H005,4,191.05
2023-07-02,H005,4,217.16
2023-07-03,H005,4,177.94
2023-07-04,H005,4,173.73
2023-07-05,H005,4,157.69
2023-07-06,H005,4,173.36
2023-07-07,H005,4,180.54
2023-07-08,H005,4,184.88
2023-07-09,H005,4,197.88
2023-07-10,H005,4,197.88
2023-07-11,H005,4,174.02
2023-07-12,H005,4,171.07
2023-07-13,H005,4,168.78
2023-07-14,H005,4,168.44
2023-07-15,H005,4,206.65
2023-07-16,H005,4,200.68
2023-07-17,H005,4,193.27
2023-07-18,H005,4,205.9
2023-07-19,H005,4,159.58
2023-07-20,H005,4,185.99
2023-07-21,H005,4,167.89
2023-07-22,H005,4,208.78
2023-07-23,H005,4,195.92
2023-07-24,H005,4,181.29
2023-07-25,H005,4,165.45
2023-07-26,H005,4,175.62
2023-07-27,H005,4,181.7
2023-07-28,H005,4,196.78
2023-07-29,H005,4,188.91
2023-07-30,H005,4,191.71
2023-07-31,H005,4,191.51
2023-08-01,H005,4,169.76
2023-08-02,H005,4,193.68
2023-08-03,H005,4,179.75
2023-08-04,H005,4,183.4
2023-08-05,H005,4,202.03
2023-08-06,H005,4,190.11
2023-08-07,H005,4,184.13
2023-08-08,H005,4,170.08
2023-08-09,H005,4,173.23
2023-08-10,H005,4,185.86
2023-08-11,H005,4,182.58
2023-08-12,H005,4,195.97
2023-08-13,H005,4,181.66
2023-08-14,H005,4,166.67
2023-08-15,H005,4,182.01
2023-08-16,H005,4,187.39
2023-08-17,H005,4,165.2
2023-08-18,H005,4,168.36
2023-08-19,H005,4,197.79
2023-08-20,H005,4,197.45
2023-08-21,H005,4,158.7
2023-08-22,H005,4,180.05
2023-08-23,H005,4,170.85
2023-08-24,H005,4,197.65
2023-08-25,H005,4,180.87
2023-08-26,H005,4,200.65
2023-08-27,H005,4,200.88
2023-08-28,H005,4,163.1
2023-08-29,H005,4,200.93
2023-08-30,H005,4,158.06
2023-08-31,H005,4,187.02
2023-09-01,H005,4,184.83
2023-09-02,H005,4,189.36
2023-09-03,H005,4,203.02
2023-09-04,H005,4,173.43
2023-09-05,H005,4,169.08
2023-09-06,H005,4,182.77
2023-09-07,H005,4,165.0
2023-09-08,H005,4,174.34
2023-09-09,H005,4,187.55
2023-09-10,H005,4,190.6
2023-09-11,H005,4,182.09
2023-09-12,H005,4,169.73
2023-09-13,H005,4,174.51
2023-09-14,H005,4,170.75
2023-09-15,H005,4,194.08
2023-09-16,H005,4,198.5
2023-09-17,H005,4,197.0
2023-09-18,H005,4,184.86
2023-09-19,H005,4,169.51
2023-09-20,H005,4,186.92
2023-09-21,H005,4,180.74
2023-09-22,H005,4,157.84
2023-09-23,H005,4,177.07
2023-09-24,H005,4,187.32
2023-09-25,H005,4,160.67
2023-09-26,H005,4,173.65
2023-09-27,H005,4,164.34
2023-09-28,H005,4,175.32
2023-09-29,H005,4,193.43
2023-09-30,H005,4,193.54
2023-10-01,H005,4,165.18
2023-10-02,H005,4,158.13
2023-10-03,H005,4,145.12
2023-10-04,H005,4,163.6
2023-10-05,H005,4,159.43
2023-10-06,H005,4,153.96
2023-10-07,H005,4,170.71
2023-10-08,H005,4,193.37
2023-10-09,H005,4,164.84
2023-10-10,H005,4,179.94
2023-10-11,H005,4,159.95
2023-10-12,H005,4,135.92
2023-10-13,H005,4,150.46
2023-10-14,H005,4,148.59
